DateTime,Date,Time,Time24,ISOdateTime,LinuxTime,Temperature,Humidity
"7/11/2022, 7:46:00 PM",2022-07-11,7:46:00 PM,19:46:00,2022-07-11T15:46:00.000Z,1657554360,-20.1,49
"7/11/2022, 7:47:00 PM",2022-07-11,7:47:00 PM,19:47:00,2022-07-11T15:47:00.000Z,1657554420,-20.2,49
"7/11/2022, 7:48:00 PM",2022-07-11,7:48:00 PM,19:48:00,2022-07-11T15:48:00.000Z,1657554480,-20.3,49
"7/11/2022, 7:49:00 PM",2022-07-11,7:49:00 PM,19:49:00,2022-07-11T15:49:00.000Z,1657554540,-20.5,49
"7/11/2022, 7:50:00 PM",2022-07-11,7:50:00 PM,19:50:00,2022-07-11T15:50:00.000Z,1657554600,-20.6,49
"7/11/2022, 7:51:00 PM",2022-07-11,7:51:00 PM,19:51:00,2022-07-11T15:51:00.000Z,1657554660,-20.5,49
"7/11/2022, 7:52:00 PM",2022-07-11,7:52:00 PM,19:52:00,2022-07-11T15:52:00.000Z,1657554720,-20.4,49
"7/11/2022, 7:53:00 PM",2022-07-11,7:53:00 PM,19:53:00,2022-07-11T15:53:00.000Z,1657554780,-20.2,49
"7/11/2022, 7:54:00 PM",2022-07-11,7:54:00 PM,19:54:00,2022-07-11T15:54:00.000Z,1657554840,-20.0,49
"7/11/2022, 7:55:00 PM",2022-07-11,7:55:00 PM,19:55:00,2022-07-11T15:55:00.000Z,1657554900,-19.9,49
"7/11/2022, 7:56:00 PM",2022-07-11,7:56:00 PM,19:56:00,2022-07-11T15:56:00.000Z,1657554960,-19.6,49
"7/11/2022, 7:57:00 PM",2022-07-11,7:57:00 PM,19:57:00,2022-07-11T15:57:00.000Z,1657555020,-19.5,49
"7/11/2022, 7:58:00 PM",2022-07-11,7:58:00 PM,19:58:00,2022-07-11T15:58:00.000Z,1657555080,-19.3,49
"7/11/2022, 7:59:00 PM",2022-07-11,7:59:00 PM,19:59:00,2022-07-11T15:59:00.000Z,1657555140,-19.1,49
"7/11/2022, 8:00:00 PM",2022-07-11,8:00:00 PM,20:00:00,2022-07-11T16:00:00.000Z,1657555200,-19.0,49
"7/11/2022, 8:01:00 PM",2022-07-11,8:01:00 PM,20:01:00,2022-07-11T16:01:00.000Z,1657555260,-18.8,49
"7/11/2022, 8:02:00 PM",2022-07-11,8:02:00 PM,20:02:00,2022-07-11T16:02:00.000Z,1657555320,-18.5,49
"7/11/2022, 8:03:00 PM",2022-07-11,8:03:00 PM,20:03:00,2022-07-11T16:03:00.000Z,1657555380,-18.4,49
"7/11/2022, 8:04:00 PM",2022-07-11,8:04:00 PM,20:04:00,2022-07-11T16:04:00.000Z,1657555440,-18.3,49
"7/11/2022, 8:05:00 PM",2022-07-11,8:05:00 PM,20:05:00,2022-07-11T16:05:00.000Z,1657555500,-18.4,49
"7/11/2022, 8:06:00 PM",2022-07-11,8:06:00 PM,20:06:00,2022-07-11T16:06:00.000Z,1657555560,-18.6,49
"7/11/2022, 8:07:00 PM",2022-07-11,8:07:00 PM,20:07:00,2022-07-11T16:07:00.000Z,1657555620,-18.9,49
"7/11/2022, 8:08:00 PM",2022-07-11,8:08:00 PM,20:08:00,2022-07-11T16:08:00.000Z,1657555680,-19.1,49
"7/11/2022, 8:09:00 PM",2022-07-11,8:09:00 PM,20:09:00,2022-07-11T16:09:00.000Z,1657555740,-19.3,49
"7/11/2022, 8:10:00 PM",2022-07-11,8:10:00 PM,20:10:00,2022-07-11T16:10:00.000Z,1657555800,-19.4,49
"7/11/2022, 8:11:00 PM",2022-07-11,8:11:00 PM,20:11:00,2022-07-11T16:11:00.000Z,1657555860,-19.6,49
"7/11/2022, 8:12:00 PM",2022-07-11,8:12:00 PM,20:12:00,2022-07-11T16:12:00.000Z,1657555920,-19.8,49
"7/11/2022, 8:13:00 PM",2022-07-11,8:13:00 PM,20:13:00,2022-07-11T16:13:00.000Z,1657555980,-19.9,49
"7/11/2022, 8:14:00 PM",2022-07-11,8:14:00 PM,20:14:00,2022-07-11T16:14:00.000Z,1657556040,-20.1,49
"7/11/2022, 8:15:00 PM",2022-07-11,8:15:00 PM,20:15:00,2022-07-11T16:15:00.000Z,1657556100,-20.2,49
"7/11/2022, 8:16:00 PM",2022-07-11,8:16:00 PM,20:16:00,2022-07-11T16:16:00.000Z,1657556160,-20.3,49
"7/11/2022, 8:17:00 PM",2022-07-11,8:17:00 PM,20:17:00,2022-07-11T16:17:00.000Z,1657556220,-20.4,49
"7/11/2022, 8:18:00 PM",2022-07-11,8:18:00 PM,20:18:00,2022-07-11T16:18:00.000Z,1657556280,-20.6,49
"7/11/2022, 8:19:00 PM",2022-07-11,8:19:00 PM,20:19:00,2022-07-11T16:19:00.000Z,1657556340,-20.6,49
"7/11/2022, 8:20:00 PM",2022-07-11,8:20:00 PM,20:20:00,2022-07-11T16:20:00.000Z,1657556400,-20.6,49
"7/11/2022, 8:21:00 PM",2022-07-11,8:21:00 PM,20:21:00,2022-07-11T16:21:00.000Z,1657556460,-20.4,49
"7/11/2022, 8:22:00 PM",2022-07-11,8:22:00 PM,20:22:00,2022-07-11T16:22:00.000Z,1657556520,-20.3,49
"7/11/2022, 8:23:00 PM",2022-07-11,8:23:00 PM,20:23:00,2022-07-11T16:23:00.000Z,1657556580,-20.0,49
"7/11/2022, 8:24:00 PM",2022-07-11,8:24:00 PM,20:24:00,2022-07-11T16:24:00.000Z,1657556640,-19.8,49
"7/11/2022, 8:25:00 PM",2022-07-11,8:25:00 PM,20:25:00,2022-07-11T16:25:00.000Z,1657556700,-19.5,49
"7/11/2022, 8:26:00 PM",2022-07-11,8:26:00 PM,20:26:00,2022-07-11T16:26:00.000Z,1657556760,-19.5,49
"7/11/2022, 8:27:00 PM",2022-07-11,8:27:00 PM,20:27:00,2022-07-11T16:27:00.000Z,1657556820,-19.2,49
"7/11/2022, 8:28:00 PM",2022-07-11,8:28:00 PM,20:28:00,2022-07-11T16:28:00.000Z,1657556880,-19.1,49
"7/11/2022, 8:29:00 PM",2022-07-11,8:29:00 PM,20:29:00,2022-07-11T16:29:00.000Z,1657556940,-18.9,49
"7/11/2022, 8:30:00 PM",2022-07-11,8:30:00 PM,20:30:00,2022-07-11T16:30:00.000Z,1657557000,-18.8,49
"7/11/2022, 8:31:00 PM",2022-07-11,8:31:00 PM,20:31:00,2022-07-11T16:31:00.000Z,1657557060,-18.5,49
"7/11/2022, 8:32:00 PM",2022-07-11,8:32:00 PM,20:32:00,2022-07-11T16:32:00.000Z,1657557120,-18.3,49
"7/11/2022, 8:33:00 PM",2022-07-11,8:33:00 PM,20:33:00,2022-07-11T16:33:00.000Z,1657557180,-18.3,49
"7/11/2022, 8:34:00 PM",2022-07-11,8:34:00 PM,20:34:00,2022-07-11T16:34:00.000Z,1657557240,-18.4,49
"7/11/2022, 8:35:00 PM",2022-07-11,8:35:00 PM,20:35:00,2022-07-11T16:35:00.000Z,1657557300,-18.7,49
"7/11/2022, 8:36:00 PM",2022-07-11,8:36:00 PM,20:36:00,2022-07-11T16:36:00.000Z,1657557360,-18.9,49
"7/11/2022, 8:37:00 PM",2022-07-11,8:37:00 PM,20:37:00,2022-07-11T16:37:00.000Z,1657557420,-19.0,49
"7/11/2022, 8:38:00 PM",2022-07-11,8:38:00 PM,20:38:00,2022-07-11T16:38:00.000Z,1657557480,-19.3,49
"7/11/2022, 8:39:00 PM",2022-07-11,8:39:00 PM,20:39:00,2022-07-11T16:39:00.000Z,1657557540,-19.5,49
"7/11/2022, 8:40:00 PM",2022-07-11,8:40:00 PM,20:40:00,2022-07-11T16:40:00.000Z,1657557600,-19.6,49
"7/11/2022, 8:41:00 PM",2022-07-11,8:41:00 PM,20:41:00,2022-07-11T16:41:00.000Z,1657557660,-19.8,49
"7/11/2022, 8:42:00 PM",2022-07-11,8:42:00 PM,20:42:00,2022-07-11T16:42:00.000Z,1657557720,-19.9,49
"7/11/2022, 8:43:00 PM",2022-07-11,8:43:00 PM,20:43:00,2022-07-11T16:43:00.000Z,1657557780,-20.1,49
"7/11/2022, 8:44:00 PM",2022-07-11,8:44:00 PM,20:44:00,2022-07-11T16:44:00.000Z,1657557840,-20.2,49
"7/11/2022, 8:45:00 PM",2022-07-11,8:45:00 PM,20:45:00,2022-07-11T16:45:00.000Z,1657557900,-20.3,49
"7/11/2022, 8:46:00 PM",2022-07-11,8:46:00 PM,20:46:00,2022-07-11T16:46:00.000Z,1657557960,-20.5,49
"7/11/2022, 8:47:00 PM",2022-07-11,8:47:00 PM,20:47:00,2022-07-11T16:47:00.000Z,1657558020,-20.6,49
"7/11/2022, 8:48:00 PM",2022-07-11,8:48:00 PM,20:48:00,2022-07-11T16:48:00.000Z,1657558080,-20.7,49
"7/11/2022, 8:49:00 PM",2022-07-11,8:49:00 PM,20:49:00,2022-07-11T16:49:00.000Z,1657558140,-20.4,49
"7/11/2022, 8:50:00 PM",2022-07-11,8:50:00 PM,20:50:00,2022-07-11T16:50:00.000Z,1657558200,-20.3,49
"7/11/2022, 8:51:00 PM",2022-07-11,8:51:00 PM,20:51:00,2022-07-11T16:51:00.000Z,1657558260,-20.1,49
"7/11/2022, 8:52:00 PM",2022-07-11,8:52:00 PM,20:52:00,2022-07-11T16:52:00.000Z,1657558320,-19.9,49
"7/11/2022, 8:53:00 PM",2022-07-11,8:53:00 PM,20:53:00,2022-07-11T16:53:00.000Z,1657558380,-19.9,49
"7/11/2022, 8:54:00 PM",2022-07-11,8:54:00 PM,20:54:00,2022-07-11T16:54:00.000Z,1657558440,-19.6,49
"7/11/2022, 8:55:00 PM",2022-07-11,8:55:00 PM,20:55:00,2022-07-11T16:55:00.000Z,1657558500,-19.5,49
"7/11/2022, 8:56:00 PM",2022-07-11,8:56:00 PM,20:56:00,2022-07-11T16:56:00.000Z,1657558560,-19.4,49
"7/11/2022, 8:57:00 PM",2022-07-11,8:57:00 PM,20:57:00,2022-07-11T16:57:00.000Z,1657558620,-19.1,49
"7/11/2022, 8:58:00 PM",2022-07-11,8:58:00 PM,20:58:00,2022-07-11T16:58:00.000Z,1657558680,-19.0,49
"7/11/2022, 8:59:00 PM",2022-07-11,8:59:00 PM,20:59:00,2022-07-11T16:59:00.000Z,1657558740,-18.8,49
"7/11/2022, 9:00:00 PM",2022-07-11,9:00:00 PM,21:00:00,2022-07-11T17:00:00.000Z,1657558800,-18.5,49
"7/11/2022, 9:01:00 PM",2022-07-11,9:01:00 PM,21:01:00,2022-07-11T17:01:00.000Z,1657558860,-18.4,49
"7/11/2022, 9:02:00 PM",2022-07-11,9:02:00 PM,21:02:00,2022-07-11T17:02:00.000Z,1657558920,-18.3,49
"7/11/2022, 9:03:00 PM",2022-07-11,9:03:00 PM,21:03:00,2022-07-11T17:03:00.000Z,1657558980,-18.4,49
"7/11/2022, 9:04:00 PM",2022-07-11,9:04:00 PM,21:04:00,2022-07-11T17:04:00.000Z,1657559040,-18.6,49
"7/11/2022, 9:05:00 PM",2022-07-11,9:05:00 PM,21:05:00,2022-07-11T17:05:00.000Z,1657559100,-18.9,49
"7/11/2022, 9:06:00 PM",2022-07-11,9:06:00 PM,21:06:00,2022-07-11T17:06:00.000Z,1657559160,-19.1,49
"7/11/2022, 9:07:00 PM",2022-07-11,9:07:00 PM,21:07:00,2022-07-11T17:07:00.000Z,1657559220,-19.2,49
"7/11/2022, 9:08:00 PM",2022-07-11,9:08:00 PM,21:08:00,2022-07-11T17:08:00.000Z,1657559280,-19.4,49
"7/11/2022, 9:09:00 PM",2022-07-11,9:09:00 PM,21:09:00,2022-07-11T17:09:00.000Z,1657559340,-19.6,49
"7/11/2022, 9:10:00 PM",2022-07-11,9:10:00 PM,21:10:00,2022-07-11T17:10:00.000Z,1657559400,-19.7,49
"7/11/2022, 9:11:00 PM",2022-07-11,9:11:00 PM,21:11:00,2022-07-11T17:11:00.000Z,1657559460,-19.9,49
"7/11/2022, 9:12:00 PM",2022-07-11,9:12:00 PM,21:12:00,2022-07-11T17:12:00.000Z,1657559520,-20.1,49
"7/11/2022, 9:13:00 PM",2022-07-11,9:13:00 PM,21:13:00,2022-07-11T17:13:00.000Z,1657559580,-20.2,49
"7/11/2022, 9:14:00 PM",2022-07-11,9:14:00 PM,21:14:00,2022-07-11T17:14:00.000Z,1657559640,-20.3,49
"7/11/2022, 9:15:00 PM",2022-07-11,9:15:00 PM,21:15:00,2022-07-11T17:15:00.000Z,1657559700,-20.4,49
"7/11/2022, 9:16:00 PM",2022-07-11,9:16:00 PM,21:16:00,2022-07-11T17:16:00.000Z,1657559760,-20.6,49
"7/11/2022, 9:17:00 PM",2022-07-11,9:17:00 PM,21:17:00,2022-07-11T17:17:00.000Z,1657559820,-20.6,49
"7/11/2022, 9:18:00 PM",2022-07-11,9:18:00 PM,21:18:00,2022-07-11T17:18:00.000Z,1657559880,-20.5,49
"7/11/2022, 9:19:00 PM",2022-07-11,9:19:00 PM,21:19:00,2022-07-11T17:19:00.000Z,1657559940,-20.3,49
"7/11/2022, 9:20:00 PM",2022-07-11,9:20:00 PM,21:20:00,2022-07-11T17:20:00.000Z,1657560000,-20.1,49
"7/11/2022, 9:21:00 PM",2022-07-11,9:21:00 PM,21:21:00,2022-07-11T17:21:00.000Z,1657560060,-19.9,49
"7/11/2022, 9:22:00 PM",2022-07-11,9:22:00 PM,21:22:00,2022-07-11T17:22:00.000Z,1657560120,-19.8,49
"7/11/2022, 9:23:00 PM",2022-07-11,9:23:00 PM,21:23:00,2022-07-11T17:23:00.000Z,1657560180,-19.7,49
"7/11/2022, 9:24:00 PM",2022-07-11,9:24:00 PM,21:24:00,2022-07-11T17:24:00.000Z,1657560240,-19.3,49
"7/11/2022, 9:25:00 PM",2022-07-11,9:25:00 PM,21:25:00,2022-07-11T17:25:00.000Z,1657560300,-19.2,49
"7/11/2022, 9:26:00 PM",2022-07-11,9:26:00 PM,21:26:00,2022-07-11T17:26:00.000Z,1657560360,-19.0,49
"7/11/2022, 9:27:00 PM",2022-07-11,9:27:00 PM,21:27:00,2022-07-11T17:27:00.000Z,1657560420,-18.8,49
"7/11/2022, 9:28:00 PM",2022-07-11,9:28:00 PM,21:28:00,2022-07-11T17:28:00.000Z,1657560480,-18.8,49
"7/11/2022, 9:29:00 PM",2022-07-11,9:29:00 PM,21:29:00,2022-07-11T17:29:00.000Z,1657560540,-18.4,49
"7/11/2022, 9:30:00 PM",2022-07-11,9:30:00 PM,21:30:00,2022-07-11T17:30:00.000Z,1657560600,-18.4,49
"7/11/2022, 9:31:00 PM",2022-07-11,9:31:00 PM,21:31:00,2022-07-11T17:31:00.000Z,1657560660,-18.3,49
"7/11/2022, 9:32:00 PM",2022-07-11,9:32:00 PM,21:32:00,2022-07-11T17:32:00.000Z,1657560720,-18.5,49
"7/11/2022, 9:33:00 PM",2022-07-11,9:33:00 PM,21:33:00,2022-07-11T17:33:00.000Z,1657560780,-18.7,49
"7/11/2022, 9:34:00 PM",2022-07-11,9:34:00 PM,21:34:00,2022-07-11T17:34:00.000Z,1657560840,-19.0,49
"7/11/2022, 9:35:00 PM",2022-07-11,9:35:00 PM,21:35:00,2022-07-11T17:35:00.000Z,1657560900,-19.1,49
"7/11/2022, 9:36:00 PM",2022-07-11,9:36:00 PM,21:36:00,2022-07-11T17:36:00.000Z,1657560960,-19.3,49
"7/11/2022, 9:37:00 PM",2022-07-11,9:37:00 PM,21:37:00,2022-07-11T17:37:00.000Z,1657561020,-19.4,49
"7/11/2022, 9:38:00 PM",2022-07-11,9:38:00 PM,21:38:00,2022-07-11T17:38:00.000Z,1657561080,-19.7,49
"7/11/2022, 9:39:00 PM",2022-07-11,9:39:00 PM,21:39:00,2022-07-11T17:39:00.000Z,1657561140,-19.8,49
"7/11/2022, 9:40:00 PM",2022-07-11,9:40:00 PM,21:40:00,2022-07-11T17:40:00.000Z,1657561200,-20.0,49
"7/11/2022, 9:41:00 PM",2022-07-11,9:41:00 PM,21:41:00,2022-07-11T17:41:00.000Z,1657561260,-20.1,49
"7/11/2022, 9:42:00 PM",2022-07-11,9:42:00 PM,21:42:00,2022-07-11T17:42:00.000Z,1657561320,-20.2,49
"7/11/2022, 9:43:00 PM",2022-07-11,9:43:00 PM,21:43:00,2022-07-11T17:43:00.000Z,1657561380,-20.3,49
"7/11/2022, 9:44:00 PM",2022-07-11,9:44:00 PM,21:44:00,2022-07-11T17:44:00.000Z,1657561440,-20.5,49
"7/11/2022, 9:45:00 PM",2022-07-11,9:45:00 PM,21:45:00,2022-07-11T17:45:00.000Z,1657561500,-20.5,49
"7/11/2022, 9:46:00 PM",2022-07-11,9:46:00 PM,21:46:00,2022-07-11T17:46:00.000Z,1657561560,-20.6,49
"7/11/2022, 9:47:00 PM",2022-07-11,9:47:00 PM,21:47:00,2022-07-11T17:47:00.000Z,1657561620,-20.4,49
"7/11/2022, 9:48:00 PM",2022-07-11,9:48:00 PM,21:48:00,2022-07-11T17:48:00.000Z,1657561680,-20.2,49
"7/11/2022, 9:49:00 PM",2022-07-11,9:49:00 PM,21:49:00,2022-07-11T17:49:00.000Z,1657561740,-20.1,49
"7/11/2022, 9:50:00 PM",2022-07-11,9:50:00 PM,21:50:00,2022-07-11T17:50:00.000Z,1657561800,-19.8,49
"7/11/2022, 9:51:00 PM",2022-07-11,9:51:00 PM,21:51:00,2022-07-11T17:51:00.000Z,1657561860,-19.7,49
"7/11/2022, 9:52:00 PM",2022-07-11,9:52:00 PM,21:52:00,2022-07-11T17:52:00.000Z,1657561920,-19.5,49
"7/11/2022, 9:53:00 PM",2022-07-11,9:53:00 PM,21:53:00,2022-07-11T17:53:00.000Z,1657561980,-19.4,49
"7/11/2022, 9:54:00 PM",2022-07-11,9:54:00 PM,21:54:00,2022-07-11T17:54:00.000Z,1657562040,-19.1,49
"7/11/2022, 9:55:00 PM",2022-07-11,9:55:00 PM,21:55:00,2022-07-11T17:55:00.000Z,1657562100,-19.0,49
"7/11/2022, 9:56:00 PM",2022-07-11,9:56:00 PM,21:56:00,2022-07-11T17:56:00.000Z,1657562160,-18.9,49
"7/11/2022, 9:57:00 PM",2022-07-11,9:57:00 PM,21:57:00,2022-07-11T17:57:00.000Z,1657562220,-18.6,49
"7/11/2022, 9:58:00 PM",2022-07-11,9:58:00 PM,21:58:00,2022-07-11T17:58:00.000Z,1657562280,-18.4,49
"7/11/2022, 9:59:00 PM",2022-07-11,9:59:00 PM,21:59:00,2022-07-11T17:59:00.000Z,1657562340,-18.3,49
"7/11/2022, 10:00:00 PM",2022-07-11,10:00:00 PM,22:00:00,2022-07-11T18:00:00.000Z,1657562400,-18.4,49
"7/11/2022, 10:01:00 PM",2022-07-11,10:01:00 PM,22:01:00,2022-07-11T18:01:00.000Z,1657562460,-18.6,49
"7/11/2022, 10:02:00 PM",2022-07-11,10:02:00 PM,22:02:00,2022-07-11T18:02:00.000Z,1657562520,-18.8,49
"7/11/2022, 10:03:00 PM",2022-07-11,10:03:00 PM,22:03:00,2022-07-11T18:03:00.000Z,1657562580,-19.0,49
"7/11/2022, 10:04:00 PM",2022-07-11,10:04:00 PM,22:04:00,2022-07-11T18:04:00.000Z,1657562640,-19.2,49
"7/11/2022, 10:05:00 PM",2022-07-11,10:05:00 PM,22:05:00,2022-07-11T18:05:00.000Z,1657562700,-19.3,49
"7/11/2022, 10:06:00 PM",2022-07-11,10:06:00 PM,22:06:00,2022-07-11T18:06:00.000Z,1657562760,-19.5,49
"7/11/2022, 10:07:00 PM",2022-07-11,10:07:00 PM,22:07:00,2022-07-11T18:07:00.000Z,1657562820,-19.7,49
"7/11/2022, 10:08:00 PM",2022-07-11,10:08:00 PM,22:08:00,2022-07-11T18:08:00.000Z,1657562880,-19.8,49
"7/11/2022, 10:09:00 PM",2022-07-11,10:09:00 PM,22:09:00,2022-07-11T18:09:00.000Z,1657562940,-20.0,49
"7/11/2022, 10:10:00 PM",2022-07-11,10:10:00 PM,22:10:00,2022-07-11T18:10:00.000Z,1657563000,-20.1,49
"7/11/2022, 10:11:00 PM",2022-07-11,10:11:00 PM,22:11:00,2022-07-11T18:11:00.000Z,1657563060,-20.2,49
"7/11/2022, 10:12:00 PM",2022-07-11,10:12:00 PM,22:12:00,2022-07-11T18:12:00.000Z,1657563120,-20.4,49
"7/11/2022, 10:13:00 PM",2022-07-11,10:13:00 PM,22:13:00,2022-07-11T18:13:00.000Z,1657563180,-20.5,49
"7/11/2022, 10:14:00 PM",2022-07-11,10:14:00 PM,22:14:00,2022-07-11T18:14:00.000Z,1657563240,-20.6,49
"7/11/2022, 10:15:00 PM",2022-07-11,10:15:00 PM,22:15:00,2022-07-11T18:15:00.000Z,1657563300,-20.5,49
"7/11/2022, 10:16:00 PM",2022-07-11,10:16:00 PM,22:16:00,2022-07-11T18:16:00.000Z,1657563360,-20.5,49
"7/11/2022, 10:17:00 PM",2022-07-11,10:17:00 PM,22:17:00,2022-07-11T18:17:00.000Z,1657563420,-20.2,49
"7/11/2022, 10:18:00 PM",2022-07-11,10:18:00 PM,22:18:00,2022-07-11T18:18:00.000Z,1657563480,-20.1,49
"7/11/2022, 10:19:00 PM",2022-07-11,10:19:00 PM,22:19:00,2022-07-11T18:19:00.000Z,1657563540,-19.9,49
"7/11/2022, 10:20:00 PM",2022-07-11,10:20:00 PM,22:20:00,2022-07-11T18:20:00.000Z,1657563600,-19.7,49
"7/11/2022, 10:21:00 PM",2022-07-11,10:21:00 PM,22:21:00,2022-07-11T18:21:00.000Z,1657563660,-19.5,49
"7/11/2022, 10:22:00 PM",2022-07-11,10:22:00 PM,22:22:00,2022-07-11T18:22:00.000Z,1657563720,-19.3,49
"7/11/2022, 10:23:00 PM",2022-07-11,10:23:00 PM,22:23:00,2022-07-11T18:23:00.000Z,1657563780,-19.2,49
"7/11/2022, 10:24:00 PM",2022-07-11,10:24:00 PM,22:24:00,2022-07-11T18:24:00.000Z,1657563840,-19.1,49
"7/11/2022, 10:25:00 PM",2022-07-11,10:25:00 PM,22:25:00,2022-07-11T18:25:00.000Z,1657563900,-18.8,49
"7/11/2022, 10:26:00 PM",2022-07-11,10:26:00 PM,22:26:00,2022-07-11T18:26:00.000Z,1657563960,-18.6,49
"7/11/2022, 10:27:00 PM",2022-07-11,10:27:00 PM,22:27:00,2022-07-11T18:27:00.000Z,1657564020,-18.3,49
"7/11/2022, 10:28:00 PM",2022-07-11,10:28:00 PM,22:28:00,2022-07-11T18:28:00.000Z,1657564080,-18.3,49
"7/11/2022, 10:29:00 PM",2022-07-11,10:29:00 PM,22:29:00,2022-07-11T18:29:00.000Z,1657564140,-18.4,49
"7/11/2022, 10:30:00 PM",2022-07-11,10:30:00 PM,22:30:00,2022-07-11T18:30:00.000Z,1657564200,-18.7,49
"7/11/2022, 10:31:00 PM",2022-07-11,10:31:00 PM,22:31:00,2022-07-11T18:31:00.000Z,1657564260,-18.8,49
"7/11/2022, 10:32:00 PM",2022-07-11,10:32:00 PM,22:32:00,2022-07-11T18:32:00.000Z,1657564320,-19.0,49
"7/11/2022, 10:33:00 PM",2022-07-11,10:33:00 PM,22:33:00,2022-07-11T18:33:00.000Z,1657564380,-19.2,49
"7/11/2022, 10:34:00 PM",2022-07-11,10:34:00 PM,22:34:00,2022-07-11T18:34:00.000Z,1657564440,-19.3,49
"7/11/2022, 10:35:00 PM",2022-07-11,10:35:00 PM,22:35:00,2022-07-11T18:35:00.000Z,1657564500,-19.6,49
"7/11/2022, 10:36:00 PM",2022-07-11,10:36:00 PM,22:36:00,2022-07-11T18:36:00.000Z,1657564560,-19.7,49
"7/11/2022, 10:37:00 PM",2022-07-11,10:37:00 PM,22:37:00,2022-07-11T18:37:00.000Z,1657564620,-19.8,49
"7/11/2022, 10:38:00 PM",2022-07-11,10:38:00 PM,22:38:00,2022-07-11T18:38:00.000Z,1657564680,-20.1,49
"7/11/2022, 10:39:00 PM",2022-07-11,10:39:00 PM,22:39:00,2022-07-11T18:39:00.000Z,1657564740,-20.1,49
"7/11/2022, 10:40:00 PM",2022-07-11,10:40:00 PM,22:40:00,2022-07-11T18:40:00.000Z,1657564800,-20.2,49
"7/11/2022, 10:41:00 PM",2022-07-11,10:41:00 PM,22:41:00,2022-07-11T18:41:00.000Z,1657564860,-20.3,49
"7/11/2022, 10:42:00 PM",2022-07-11,10:42:00 PM,22:42:00,2022-07-11T18:42:00.000Z,1657564920,-20.5,49
"7/11/2022, 10:43:00 PM",2022-07-11,10:43:00 PM,22:43:00,2022-07-11T18:43:00.000Z,1657564980,-20.6,49
"7/11/2022, 10:44:00 PM",2022-07-11,10:44:00 PM,22:44:00,2022-07-11T18:44:00.000Z,1657565040,-20.6,49
"7/11/2022, 10:45:00 PM",2022-07-11,10:45:00 PM,22:45:00,2022-07-11T18:45:00.000Z,1657565100,-20.5,49
"7/11/2022, 10:46:00 PM",2022-07-11,10:46:00 PM,22:46:00,2022-07-11T18:46:00.000Z,1657565160,-20.3,49
"7/11/2022, 10:47:00 PM",2022-07-11,10:47:00 PM,22:47:00,2022-07-11T18:47:00.000Z,1657565220,-20.2,49
"7/11/2022, 10:48:00 PM",2022-07-11,10:48:00 PM,22:48:00,2022-07-11T18:48:00.000Z,1657565280,-19.9,49
"7/11/2022, 10:49:00 PM",2022-07-11,10:49:00 PM,22:49:00,2022-07-11T18:49:00.000Z,1657565340,-19.7,49
"7/11/2022, 10:50:00 PM",2022-07-11,10:50:00 PM,22:50:00,2022-07-11T18:50:00.000Z,1657565400,-19.6,49
"7/11/2022, 10:51:00 PM",2022-07-11,10:51:00 PM,22:51:00,2022-07-11T18:51:00.000Z,1657565460,-19.4,49
"7/11/2022, 10:52:00 PM",2022-07-11,10:52:00 PM,22:52:00,2022-07-11T18:52:00.000Z,1657565520,-19.3,49
"7/11/2022, 10:53:00 PM",2022-07-11,10:53:00 PM,22:53:00,2022-07-11T18:53:00.000Z,1657565580,-19.0,49
"7/11/2022, 10:54:00 PM",2022-07-11,10:54:00 PM,22:54:00,2022-07-11T18:54:00.000Z,1657565640,-18.9,49
"7/11/2022, 10:55:00 PM",2022-07-11,10:55:00 PM,22:55:00,2022-07-11T18:55:00.000Z,1657565700,-18.7,49
"7/11/2022, 10:56:00 PM",2022-07-11,10:56:00 PM,22:56:00,2022-07-11T18:56:00.000Z,1657565760,-18.4,49
"7/11/2022, 10:57:00 PM",2022-07-11,10:57:00 PM,22:57:00,2022-07-11T18:57:00.000Z,1657565820,-18.3,49
"7/11/2022, 10:58:00 PM",2022-07-11,10:58:00 PM,22:58:00,2022-07-11T18:58:00.000Z,1657565880,-18.3,49
"7/11/2022, 10:59:00 PM",2022-07-11,10:59:00 PM,22:59:00,2022-07-11T18:59:00.000Z,1657565940,-18.6,49
"7/11/2022, 11:00:00 PM",2022-07-11,11:00:00 PM,23:00:00,2022-07-11T19:00:00.000Z,1657566000,-18.7,49
"7/11/2022, 11:01:00 PM",2022-07-11,11:01:00 PM,23:01:00,2022-07-11T19:01:00.000Z,1657566060,-18.9,49
"7/11/2022, 11:02:00 PM",2022-07-11,11:02:00 PM,23:02:00,2022-07-11T19:02:00.000Z,1657566120,-19.1,49
"7/11/2022, 11:03:00 PM",2022-07-11,11:03:00 PM,23:03:00,2022-07-11T19:03:00.000Z,1657566180,-19.3,49
"7/11/2022, 11:04:00 PM",2022-07-11,11:04:00 PM,23:04:00,2022-07-11T19:04:00.000Z,1657566240,-19.5,49
"7/11/2022, 11:05:00 PM",2022-07-11,11:05:00 PM,23:05:00,2022-07-11T19:05:00.000Z,1657566300,-19.7,49
"7/11/2022, 11:06:00 PM",2022-07-11,11:06:00 PM,23:06:00,2022-07-11T19:06:00.000Z,1657566360,-19.8,49
"7/11/2022, 11:07:00 PM",2022-07-11,11:07:00 PM,23:07:00,2022-07-11T19:07:00.000Z,1657566420,-20.0,49
